10000 2
-22 57 0
38 -51 1
-55 8 0
11 91 0
-57 80 1
-23 -88 1
-74 36 0
-29 52 1
-12 79 0
80 -49 1
84 23 0
39 -24 0
31 74 1
47 -47 0
-43 -70 1
-24 -53 0
65 88 0
-62 96 1
-64 -19 0
-69 -5 1
53 58 1
-63 57 1
-58 -7 0
68 -79 1
-91 32 1
-93 95 0
53 -13 0
-39 17 1
67 32 1
-18 -61 0
93 53 0
4 19 0
-93 -6 1
-52 68 0
86 79 0
-90 12 0
96 46 0
-17 79 1
-22 -79 0
-23 -65 1
71 -7 1
10 -47 0
-85 -21 0
57 -100 1
-97 -82 0
78 -27 1
-62 -24 1
6 77 0
-41 -99 0
37 2 1
-72 -79 0
25 19 0
73 97 1
77 -53 0
73 31 0
29 -6 0
-11 -7 1
51 99 1
-91 -22 0
95 -64 0
-95 -72 1
89 -43 1
2 96 0
64 16 0
-99 -6 1
100 47 1
80 33 0
2 65 0
87 82 0
3 -50 1
-25 -27 1
25 25 0
29 -12 0
96 24 0
-99 31 0
41 34 1
-76 -51 0
55 24 1
9 -10 1
82 11 1
91 29 0
-92 2 0
82 -46 0
-48 29 0
-34 33 1
87 -68 0
-57 -53 0
-23 28 1
43 -25 0
-54 -25 1
-49 -23 1
8 -69 1
-28 94 0
31 -18 0
-88 -27 1
-53 94 1
-11 62 1
25 -77 0
-3 -7 1
71 6 0
96 64 0
-61 -93 0
-20 47 1
19 94 1
-3 -99 1
71 -14 1
-12 -40 0
-29 1 0
16 4 0
15 -91 0
-75 1 0
38 18 1
-31 -17 0
-61 -25 0
63 -66 1
-23 -37 1
43 -95 0
-25 89 0
55 -16 0
-56 23 1
-10 23 0
-99 97 1
10 -22 1
92 95 0
16 16 0
57 14 1
-66 6 0
-58 45 0
-44 22 0
-21 27 1
-97 -40 1
52 -64 0
-41 10 1
-75 -80 0
-68 -13 0
-75 -31 1
75 -14 1
-3 -24 1
-80 -4 0
27 -46 0
-60 47 1
10 31 0
-66 19 0
-1 5 0
49 95 1
49 -95 0
-54 -8 1
-66 85 1
52 91 1
-19 91 1
3 -43 0
39 32 0
99 -5 1
-69 -55 0
-67 60 0
84 60 1
17 -72 0
33 56 1
55 82 0
-1 99 0
-71 -85 0
-57 -15 0
60 -3 0
63 100 0
-48 45 1
-99 -38 0
85 -10 0
-10 -78 0
100 -95 1
50 18 1
31 44 1
-74 16 1
-88 -49 1
-83 -23 1
-28 3 0
-60 -67 0
-79 -81 0
70 61 0
-21 -73 0
11 22 0
-9 66 1
-47 1 0
75 67 1
41 -52 1
-32 -26 0
-31 97 1
-47 -44 0
100 7 0
8 -33 0
33 90 1
-40 56 1
-68 -62 1
-28 1 1
0 -78 0
-74 33 1
-13 87 0
-10 4 0
31 -6 0
-38 28 0
-76 64 1
50 -44 1
-72 23 1
48 78 0
-30 21 1
-13 -76 1
32 -68 0
76 -99 0
-79 1 0
-74 24 1
-47 13 1
21 2 1
-16 -64 0
-100 40 0
-27 82 0
49 60 1
-15 98 1
-40 57 0
79 6 1
86 82 0
28 61 0
72 -9 1
-29 100 0
26 -54 1
26 86 0
-99 -43 1
-36 39 1
-60 67 0
78 35 1
31 55 1
-99 -28 1
-7 42 0
100 -41 1
44 45 0
49 16 0
87 -54 1
32 -28 0
55 81 1
62 79 1
-30 25 0
58 50 0
-47 -7 0
-30 16 0
-89 -51 0
-18 -78 1
64 -72 0
-71 -19 0
5 58 0
-3 72 1
-30 -32 1
36 35 1
-49 -99 0
-76 82 0
-79 -25 0
-38 61 1
-64 -50 0
40 97 1
73 81 0
-36 55 0
-48 -26 1
-49 11 1
88 81 1
-93 47 1
-97 -58 0
-27 1 1
-40 -100 1
-55 90 1
72 -48 0
-48 5 1
67 51 0
-64 -14 1
74 37 1
-56 -29 0
29 41 0
-94 24 0
90 -18 0
-82 32 0
14 -21 0
-74 -46 1
-87 -34 1
47 80 0
30 43 0
-73 42 1
-31 -22 0
-1 83 0
-75 16 1
-51 -55 1
53 24 1
-4 -7 0
-12 98 0
53 -37 0
-8 88 1
1 43 0
4 77 1
71 -38 1
-88 2 1
55 36 0
-3 69 0
73 44 1
-95 83 1
-75 -4 0
-1 -3 1
13 25 1
-93 -7 1
32 88 0
-72 -9 0
76 92 0
-12 -31 1
54 63 1
-90 -57 1
-97 33 1
37 37 1
-10 1 0
-77 34 0
-33 -39 0
-64 -88 0
56 10 1
85 -79 1
90 -81 1
38 100 1
-9 12 0
81 -68 1
-1 59 1
95 13 0
-18 90 1
79 -30 1
28 49 0
-79 77 0
-67 -46 0
-81 -86 0
-1 -23 1
99 -22 1
-63 -19 1
86 -7 0
49 -47 0
70 99 0
56 -24 0
-40 89 0
-96 -49 0
36 44 1
45 -58 0
-23 -94 0
0 53 1
-77 -98 1
-48 -67 0
-23 -81 1
95 43 0
60 -5 1
46 -27 1
56 36 1
-36 -67 0
47 77 1
-18 64 0
-44 -60 1
81 -68 1
83 35 0
15 67 0
44 -8 1
44 46 0
-60 -26 1
59 84 0
17 21 0
19 76 0
-64 -30 0
-78 -83 0
0 24 0
39 -68 1
75 -53 1
13 57 0
-15 -5 1
-70 46 1
52 30 1
93 -41 1
71 66 1
-14 44 0
37 -30 1
-91 44 0
69 84 0
-48 14 1
-76 -26 0
99 4 0
-67 5 1
-37 -59 0
-70 15 0
1 81 1
-75 -99 0
-95 59 1
-34 85 0
6 19 0
79 98 1
-11 72 0
66 86 0
-45 5 0
-61 -12 0
-54 18 1
-83 35 0
2 -76 1
57 11 0
-11 99 1
-97 80 1
-43 -6 0
15 -4 0
28 94 1
45 -9 1
-23 -66 0
93 -69 0
49 25 1
-87 -4 1
-73 -80 1
5 -48 1
-90 -98 0
-73 72 1
-90 85 0
45 -4 1
-94 89 0
24 -40 1
-55 44 0
83 5 1
4 25 0
-42 -15 1
12 -57 0
11 -32 1
-47 50 0
91 -41 0
13 -67 0
67 47 0
99 -29 0
-77 30 0
57 54 0
21 -27 0
-81 1 1
62 27 1
32 84 0
-14 -12 0
-28 -75 0
30 88 0
46 31 1
-10 -61 1
-12 11 1
-10 -72 1
-72 7 1
-51 -55 1
55 31 0
44 -18 0
-49 -46 1
-10 -93 1
25 -80 1
-27 -87 1
-13 -11 1
32 59 1
12 91 0
72 19 1
67 -24 0
-97 -6 1
63 92 1
91 -83 1
92 -63 0
-67 28 1
-70 14 0
31 75 0
-74 -92 1
88 68 0
77 -28 0
-77 65 1
36 87 0
-4 96 1
66 53 1
7 -69 0
24 -37 0
-49 48 0
34 17 1
-2 74 1
-94 -13 1
-3 -87 1
0 12 1
49 55 1
48 71 0
-19 -60 0
-29 -42 0
-99 48 1
-40 -18 0
-55 90 0
89 19 1
94 -71 0
-30 4 1
79 91 1
35 97 1
57 47 1
-79 -83 0
11 -9 0
3 -99 1
-91 -27 1
38 36 1
-95 -44 0
-77 -51 0
-38 63 1
38 -10 0
74 53 1
-64 88 1
-39 4 1
-11 -15 0
9 -75 1
17 38 0
-31 96 0
-70 -8 1
-4 -70 1
65 -43 1
-89 -73 0
6 60 1
95 24 0
22 -69 0
34 -98 0
-35 -58 0
-80 -52 1
-81 75 0
26 -61 0
-99 59 1
83 87 1
32 -26 1
50 16 0
-98 28 0
-80 20 0
9 87 1
32 -20 1
-24 -86 1
-25 32 0
-63 43 0
-42 43 1
-18 26 1
-1 22 0
-85 -66 0
94 63 0
2 92 1
45 -36 1
6 80 1
18 51 0
-76 -1 0
-65 81 0
95 61 1
-10 90 0
1 80 1
39 3 1
60 -34 0
92 -9 0
-13 21 1
17 -96 1
-96 -1 1
44 -62 1
-11 97 1
-82 -67 1
25 12 0
46 42 1
-99 68 0
14 3 0
-58 -78 1
50 25 0
99 -15 1
21 -9 0
15 -20 0
-33 0 1
73 84 1
-99 -29 0
67 -12 0
-16 -71 1
81 35 0
-23 73 1
80 -77 0
-40 -56 1
93 17 0
-47 68 1
53 30 1
49 -93 0
-26 30 1
-30 40 0
-5 -28 1
85 -9 1
57 23 1
23 42 0
-48 41 1
-71 83 1
-57 46 1
23 98 0
-11 95 1
99 -67 0
42 67 0
5 60 0
-67 52 0
22 -92 1
-70 17 0
32 66 0
82 67 0
-45 97 0
-10 83 0
38 -98 1
-35 -57 0
2 92 0
17 90 1
-27 79 0
-71 -45 0
99 -44 1
-95 -89 0
-86 17 0
21 44 0
32 12 0
23 -41 1
98 22 0
-37 54 1
-85 -43 1
95 -2 0
79 59 1
-92 -61 1
63 -3 0
38 -41 1
93 -30 1
-57 -91 1
-37 43 1
-59 -85 1
-62 -74 0
14 13 0
-12 -97 0
-36 -69 0
22 -10 0
72 8 1
-29 69 0
82 -7 0
19 30 0
-98 -25 0
-74 -84 0
-23 97 1
35 -67 0
82 -43 1
39 37 1
96 -20 0
51 75 1
-5 -13 0
84 -91 0
39 63 1
58 -55 1
-98 -87 1
-11 98 1
77 32 0
61 90 0
-80 -77 0
4 -24 0
-72 36 1
54 61 1
-84 -71 0
82 -86 0
69 -66 1
3 -47 1
-47 32 1
-5 -64 0
62 -14 1
64 34 0
-61 -97 0
-46 12 1
-41 26 1
-4 -17 0
-99 -24 1
-86 32 1
84 16 0
24 96 0
66 97 1
70 -91 1
74 -24 1
-78 -3 1
-99 45 1
-61 -34 1
68 63 1
-57 -63 1
-23 51 1
-11 2 0
54 65 1
0 67 0
72 -83 1
-84 -18 1
20 21 1
82 -14 0
-62 21 1
4 51 1
-38 92 1
-60 -94 0
24 30 0
74 17 1
54 -7 1
67 -30 1
60 37 1
-46 4 1
-100 37 0
71 12 0
87 -90 1
-75 -75 1
41 -26 1
31 -40 0
37 -60 1
-23 62 1
-81 91 1
33 -31 1
-26 80 1
-66 29 1
-88 49 1
85 35 1
-24 -52 1
-95 24 0
-57 66 1
59 -53 0
-58 -57 0
-49 51 1
97 6 1
-12 95 0
86 45 0
-37 -84 1
31 5 0
30 -15 1
23 29 1
49 22 1
-58 -100 1
-21 -96 0
25 -93 0
98 76 1
68 -76 0
84 -15 0
-92 45 0
-89 -24 1
-92 35 0
-2 19 1
-35 52 0
56 -57 0
-26 -46 0
43 -10 0
-35 60 0
-11 -1 0
-30 41 0
62 -7 1
-98 94 0
25 89 1
-66 61 1
-44 -79 0
54 -86 0
59 81 1
-92 22 1
44 46 0
34 58 0
85 -45 1
-42 -72 0
91 -7 1
64 -57 1
-51 90 1
97 3 1
4 44 0
51 -15 0
20 45 0
79 32 1
18 -5 0
-51 -59 1
15 15 1
-68 -5 0
-99 100 0
50 -27 0
68 -18 1
46 49 0
-62 78 1
-43 44 1
20 60 1
-8 2 1
86 90 1
-27 -37 1
-89 91 1
75 -86 1
-51 -16 1
30 32 1
-19 35 0
-23 51 0
-51 32 1
90 -84 1
-8 -20 0
85 -34 1
96 -43 1
-7 -27 1
-15 33 1
46 -59 0
-16 -64 1
-36 -51 1
31 78 1
21 -57 0
1 -52 1
89 47 1
-24 -63 0
-87 4 1
-18 -58 1
94 61 0
83 -27 0
22 -100 1
63 69 0
-60 -17 1
-53 51 1
91 41 0
27 -77 1
29 24 0
35 84 1
97 -69 1
31 -52 0
18 7 1
57 -40 0
-2 7 0
56 -62 0
-28 53 0
1 -34 0
37 63 0
-49 -76 1
-52 14 0
-34 -60 1
-95 86 1
1 27 0
15 61 0
-51 -73 1
53 94 1
-95 -34 0
-66 -82 0
-67 -71 0
20 -38 0
-100 11 1
-72 50 0
74 76 1
56 75 0
98 19 1
30 -81 1
71 86 0
-36 16 0
-15 5 0
-66 -60 1
-35 -97 0
-15 71 1
-52 48 1
95 21 1
11 -36 1
16 -47 1
-50 -5 1
11 -86 0
-77 62 1
91 1 0
-86 -36 0
15 69 1
98 -55 0
-49 -27 0
-17 97 1
73 -20 0
86 -100 1
7 -43 0
-56 1 0
19 -9 0
5 22 1
-4 95 1
-24 79 0
5 73 1
92 28 1
-40 -27 1
78 4 1
55 0 1
95 -44 1
76 -84 1
-79 -34 1
-42 -36 1
-56 -61 1
9 -75 1
-10 -60 1
38 -30 0
-32 15 0
68 -96 1
80 -67 0
-27 -76 1
59 -23 0
6 16 1
-21 -48 1
-25 16 1
-30 83 0
16 66 1
-98 33 0
30 -32 0
37 86 0
-27 48 1
81 12 1
-14 0 0
-88 -74 0
-40 -13 0
-40 40 1
-17 63 1
85 -80 0
25 62 1
-40 -90 1
-35 50 0
-94 -89 1
42 91 1
21 -35 0
3 -40 0
-68 -28 1
94 -65 1
-18 -100 0
-46 34 1
42 -42 1
-57 12 0
-82 13 1
32 -85 0
7 2 1
-4 -14 0
98 -1 0
-60 40 1
-20 24 1
-77 -25 0
-19 50 1
-20 62 1
-93 -70 1
-83 -70 0
21 -18 1
-2 -24 0
-30 29 1
-20 -37 1
68 -83 1
-44 -60 1
100 27 0
6 31 0
63 62 1
36 -1 1
-4 73 1
72 19 0
-73 72 1
-20 -37 1
-33 -74 1
43 -21 1
-92 19 1
66 92 1
-50 -88 0
10 -39 0
-9 8 0
-21 97 1
59 -15 0
-33 24 1
-55 19 1
-60 12 1
-92 -65 0
52 64 1
77 73 1
57 -84 0
78 62 1
76 14 1
2 -90 0
-63 43 1
88 -28 0
-90 89 0
-62 45 0
23 20 0
70 -17 1
-67 21 1
50 -20 0
45 74 1
46 28 1
-82 -74 0
-77 68 0
26 12 1
-15 -87 0
-77 -5 1
86 1 1
-78 -97 0
-10 57 1
-1 -1 1
68 19 1
34 86 1
2 -49 0
64 -95 0
-45 -40 1
-73 100 0
-63 34 1
-57 24 0
92 -41 0
-4 -43 0
37 59 0
-56 -64 1
23 19 0
10 9 0
-38 66 0
-31 -25 0
58 73 1
-93 9 0
35 -2 0
-100 26 0
-81 15 1
-98 -24 1
-67 34 0
-77 -6 0
-67 69 1
93 -61 1
18 -2 1
67 -59 1
-29 -19 0
-24 -59 0
60 43 1
11 -91 1
-46 46 0
21 85 0
-90 92 0
-76 24 1
-94 -30 1
-45 -36 1
34 15 1
-73 -94 1
-24 66 0
-34 24 1
-40 84 0
-96 4 0
11 -56 1
-72 -11 0
95 -93 0
-64 -26 0
-34 -28 1
-49 8 1
-84 43 0
68 62 1
18 -61 0
41 -72 1
-85 16 0
-7 -71 0
-74 96 1
-51 -21 0
-13 32 1
84 45 0
-28 -93 1
13 -44 0
56 -11 1
-87 14 0
-84 30 1
0 -100 1
-43 -34 0
47 36 0
-88 40 0
19 -37 1
-40 44 0
82 98 1
-85 88 0
-49 -76 0
-85 66 0
-12 -55 1
56 -54 1
-56 -10 0
-35 -61 0
-25 -12 0
43 38 0
-86 -78 0
-65 62 1
72 13 0
29 -62 0
-7 26 0
68 -19 1
-11 -9 1
-87 -99 1
-11 -60 1
-91 26 0
48 -41 0
47 -57 1
-68 3 0
65 78 1
-48 -10 1
43 17 0
35 -82 1
6 100 0
-10 43 1
28 -46 0
15 -54 1
85 -56 0
71 -75 0
-50 27 1
-60 89 0
71 98 0
-99 -57 1
-32 -100 0
3 -96 1
63 95 0
1 62 1
99 82 1
-21 31 1
1 -34 1
4 -11 0
-8 13 0
29 64 0
37 -17 0
-39 -8 0
-46 -60 0
22 47 1
100 -50 0
-99 -18 1
81 78 0
-54 21 1
-39 -21 1
-70 45 0
82 -24 0
13 -70 1
23 -12 0
-5 -28 1
69 -62 0
-29 50 0
-51 20 0
-83 66 0
-38 5 1
-44 -76 0
85 39 0
28 18 0
-87 -99 0
-8 -76 0
64 -46 0
-87 -23 1
8 21 1
-59 30 1
-78 42 0
43 -45 1
82 -2 0
-76 -67 0
75 -41 1
-83 67 1
-48 3 1
72 99 1
-38 -43 0
49 66 1
-89 -89 0
-7 56 0
18 6 1
24 -64 1
22 -1 0
46 -84 0
60 -99 0
-39 7 0
-28 18 1
27 -83 1
-90 33 0
7 -60 1
69 70 1
37 30 1
-92 -68 1
12 47 0
13 61 0
-100 -63 1
34 -15 0
-34 63 0
75 -88 0
19 -14 1
-5 -62 1
23 -89 0
18 -75 1
-12 17 0
28 -89 0
28 -84 0
50 -9 0
-11 -100 1
-7 -33 0
-18 3 0
-77 70 1
-73 30 0
-93 -43 0
-19 -30 0
94 89 1
60 52 0
64 67 1
68 -20 1
40 51 1
39 74 1
99 27 1
-87 -90 1
37 -27 0
41 12 0
-16 -31 1
-32 -65 0
-90 -85 1
44 -82 1
40 -84 1
-10 -4 0
51 -79 0
41 -21 0
25 68 1
53 -94 0
64 63 0
32 -8 1
-71 -90 0
46 -29 1
31 -76 1
31 48 0
-10 63 0
42 17 0
40 -7 1
-80 -27 0
86 -99 1
-87 -10 1
-34 -26 1
-3 -95 0
75 95 0
-48 -43 1
-96 -97 1
-13 -53 1
61 -93 1
-35 84 0
77 6 0
34 58 0
59 -75 1
77 36 1
2 13 0
54 -61 1
-57 -60 0
-11 -14 1
-65 -75 0
70 67 1
89 20 0
-96 31 1
29 93 1
-3 29 0
12 97 1
87 8 0
-67 -61 0
88 -79 0
32 100 1
53 -6 1
-70 -61 0
75 1 0
6 -37 0
100 -13 1
-42 92 1
22 31 0
23 -45 1
-78 54 0
-54 69 1
-34 53 1
-90 39 0
57 -96 0
48 -44 1
-80 -48 0
-43 -63 1
-8 -45 1
30 -81 1
84 -26 0
-13 -76 1
-81 4 1
-33 -62 1
-25 -85 1
-30 -43 0
22 19 1
59 -89 0
-64 -11 1
-97 79 1
34 -50 0
30 97 0
62 -84 1
-93 -95 1
94 53 0
7 -5 0
-11 -67 1
-78 -59 1
2 94 1
40 13 1
-83 -3 1
-51 -15 0
-41 21 0
84 57 0
2 -3 0
-17 80 1
59 -29 1
41 -53 0
1 78 0
15 -86 1
40 -68 1
81 30 0
9 68 1
17 7 0
-70 -46 1
32 77 0
48 -26 1
-51 -5 1
-75 54 0
62 35 0
31 36 1
18 -63 1
-57 61 0
39 -30 0
77 2 0
83 63 0
-76 -45 1
29 49 1
5 76 1
72 -85 0
33 -19 1
5 12 1
83 -52 1
-38 98 0
-96 66 1
-7 -7 1
14 98 1
-17 -74 0
11 20 0
2 17 0
13 4 1
42 -70 0
0 55 1
-13 -52 0
9 -11 1
81 -10 0
-87 74 1
54 -25 1
-2 88 0
-9 36 1
-10 -43 0
67 7 0
-28 21 0
-32 10 1
30 -47 0
-72 62 1
66 -53 0
-68 -63 1
-28 -83 0
92 23 1
-38 21 1
88 15 0
-19 73 0
-89 94 1
-61 24 1
86 -34 1
85 30 1
74 26 0
67 -58 1
23 -36 1
-82 -71 1
-93 -84 0
-93 97 1
-37 36 0
-62 49 1
-91 -97 0
2 -22 1
-1 -50 1
-47 -30 0
1 8 1
-45 98 0
-37 -64 1
67 -7 0
58 -23 1
-36 89 1
-39 -88 0
88 -21 1
-95 -21 1
-9 -81 1
-85 63 1
-77 -16 1
40 52 0
30 73 1
2 51 1
4 -63 0
46 -20 0
-76 -31 0
29 41 1
83 4 1
95 -86 1
-72 27 1
3 46 1
-46 -67 1
1 -76 1
48 -77 0
-18 41 1
-20 95 1
-30 -65 1
8 -28 1
8 17 1
87 -34 1
96 40 1
73 45 0
14 -73 0
81 75 1
-41 -75 1
-44 76 0
-6 -66 0
78 37 1
14 57 0
30 73 0
-15 -70 0
-60 52 0
65 96 0
94 10 0
43 96 1
36 76 1
-49 98 0
98 -91 0
-6 -64 1
-52 -85 0
-58 53 1
94 -63 0
29 84 1
67 -7 1
-58 27 1
26 31 1
3 -71 0
-78 9 1
28 -90 1
-30 14 0
-79 13 1
-81 -55 0
-9 73 1
-92 -51 1
2 12 0
14 -48 1
51 39 0
-19 -83 0
67 27 1
-76 -34 0
-44 -50 1
-15 -36 1
-9 9 0
60 67 1
100 -86 1
-38 -76 1
23 -100 1
-41 -58 1
5 12 1
-66 -30 0
79 40 1
1 -55 0
62 34 0
-34 -46 1
-21 69 0
-41 23 1
53 -62 0
41 -26 1
18 47 0
29 53 1
86 -91 0
-38 27 0
-44 14 1
42 -62 1
-5 27 0
52 30 0
68 -39 1
-70 29 1
-60 -67 0
19 46 0
-44 9 0
-76 -49 0
70 23 1
57 -69 0
75 -65 1
-26 2 0
11 -93 0
-40 -17 0
-49 67 1
49 -67 0
29 -3 0
-76 68 0
76 100 1
41 -87 0
46 85 0
79 54 0
-55 59 0
-77 81 1
96 88 1
-78 91 0
-81 -81 1
33 -64 1
93 39 0
-40 37 0
-86 -40 1
-9 -97 1
50 -72 0
-92 -89 0
56 -97 0
-57 -60 1
-14 36 1
-44 -26 1
53 -29 1
-53 -83 1
-69 -29 1
93 -86 0
74 -82 1
51 99 1
18 88 0
-76 59 0
31 89 0
-67 -8 0
96 47 0
-16 -83 1
65 42 0
-78 79 0
15 46 1
76 -95 0
4 -32 1
4 -39 0
71 24 1
-85 -87 1
90 38 1
-67 -4 1
-65 13 1
71 -45 0
6 76 0
93 -45 1
-57 -60 0
98 -6 0
85 -50 1
62 -31 1
89 1 1
-10 -82 0
-69 68 0
25 -63 0
-33 1 1
-55 47 0
-81 -75 1
-67 15 0
90 77 1
17 -89 1
68 -95 0
11 -10 1
-82 73 1
51 24 1
30 -49 0
-23 -54 0
51 -28 0
-77 62 0
25 1 1
17 15 0
29 14 0
74 -22 0
1 57 0
4 38 0
54 -29 1
-92 -1 1
19 46 1
29 -48 1
-87 -74 1
63 88 1
-13 -25 0
-62 58 1
91 94 0
57 -10 0
-49 -69 0
-38 31 1
55 40 1
74 62 1
36 -100 0
-78 78 0
-67 -70 0
-82 7 0
46 -50 1
56 -33 0
46 -94 1
72 87 1
39 93 0
-2 76 0
-36 -58 1
-96 -17 1
76 7 0
-45 -75 0
59 48 1
90 4 0
34 3 0
-11 97 0
20 71 0
16 67 0
-54 18 0
56 85 0
36 79 1
64 -17 0
83 25 0
-95 -35 1
-9 6 0
-3 -10 0
81 57 0
-74 -46 1
96 -72 1
-21 66 0
-61 -48 0
-12 34 1
-8 -92 0
32 82 1
-46 97 0
8 81 1
80 99 1
13 3 0
64 92 0
52 56 1
-83 54 1
28 22 0
8 -70 0
-27 -75 0
94 26 1
50 -96 1
49 73 0
93 44 0
-43 90 0
46 -44 1
-36 19 1
-4 100 0
32 -84 0
-17 77 1
-14 -92 1
-31 -86 1
-87 37 1
-24 10 0
74 10 1
64 13 1
61 38 1
-37 -17 1
41 -37 1
-19 94 1
64 -96 1
72 -6 1
-30 -88 1
-33 59 1
64 -85 1
70 53 1
-42 -57 0
79 -74 1
14 18 1
14 16 0
86 -43 1
-8 -8 1
-83 -29 0
80 3 0
2 26 1
-10 15 1
-67 20 1
-15 -46 1
61 -64 0
42 82 1
66 55 1
-81 -56 1
3 9 0
0 -38 0
-63 -92 0
69 49 1
85 16 1
80 49 1
-64 47 1
-40 -82 0
45 -22 0
12 -99 0
87 12 0
74 69 1
69 13 1
23 -56 1
85 -47 1
46 -77 1
82 14 1
81 -32 1
-92 -24 0
100 99 0
-52 -40 1
-91 37 1
-51 32 1
-82 -14 0
-58 -1 1
29 -30 1
-43 76 0
-76 52 0
-8 -63 1
-51 67 1
-51 48 1
-20 -27 0
-69 79 1
-73 14 0
85 -25 0
75 -23 0
48 -11 0
52 61 1
-23 -41 1
-85 -31 0
-51 20 1
52 -52 0
-62 -35 1
-10 -56 0
15 -96 0
8 -49 1
77 -94 1
-35 88 0
74 45 1
-74 -94 1
-10 76 0
54 -90 1
43 81 0
-14 -71 0
62 65 1
-86 -33 0
24 90 0
26 -76 0
-15 92 0
82 -69 1
-71 46 1
57 20 0
-73 -42 1
-91 -75 0
66 27 0
-33 22 0
-80 -8 0
-80 -18 0
-92 93 0
26 -24 1
70 93 1
-12 41 1
52 74 0
-39 -41 1
48 96 1
100 -50 1
-28 -57 0
-55 20 1
12 12 0
78 12 1
87 -76 1
-36 -86 0
-11 91 1
-61 -36 0
-10 -87 1
55 75 0
-46 49 0
50 33 1
82 -26 0
64 -69 1
-95 -83 0
-18 -48 0
33 -43 1
56 58 0
-94 -24 0
58 -27 0
-8 -49 0
-13 -28 1
-52 -61 0
45 -71 0
-3 -31 1
25 76 1
-56 92 1
-31 9 0
-62 88 0
53 -73 1
-19 -32 1
-8 99 0
92 -39 0
13 37 0
-97 3 1
45 -38 0
-57 -63 1
-6 6 0
-2 9 1
-31 84 1
35 -55 1
-88 25 0
-10 84 1
-89 65 1
53 89 0
95 92 0
-37 22 0
80 -10 0
47 46 1
15 49 1
18 -2 0
-5 75 1
0 -99 1
-62 -100 1
24 16 1
-5 -8 1
34 -75 0
26 -18 0
-24 -93 0
56 -38 0
83 -13 1
-90 62 1
48 -36 1
-21 -93 0
-76 60 0
-39 38 1
17 -50 0
-53 -10 0
-23 -78 1
-98 32 1
28 40 0
49 -19 1
-14 -91 1
-75 66 0
-38 -12 1
-88 -53 1
-45 41 1
-69 -46 0
-53 98 0
-53 5 0
-83 -61 1
-29 -5 1
50 53 1
-75 -23 1
57 -95 1
32 84 0
-62 45 1
49 11 0
-60 -61 1
-20 59 1
-9 22 1
70 -23 0
62 67 1
-3 28 1
-85 78 0
89 -23 1
10 11 0
-88 0 0
58 33 0
87 -53 1
14 83 0
35 95 0
48 10 0
19 62 1
59 19 1
42 45 1
-87 100 0
89 -52 1
-83 2 1
77 94 1
-17 46 1
79 46 1
-13 -58 1
-77 41 1
23 78 0
42 37 1
37 -47 1
-54 54 1
35 59 0
6 -45 1
27 56 0
15 16 0
40 31 1
57 -81 1
-51 -10 1
30 -62 1
-26 -72 1
76 11 0
86 47 1
-46 43 0
-23 -51 0
-18 76 0
-35 -2 0
10 -58 0
-26 -33 1
28 18 0
73 -43 0
-42 -64 1
-70 73 0
86 -60 1
-51 -75 0
84 -51 0
-62 -8 0
75 66 0
-10 26 0
54 87 1
21 -71 0
-14 -15 1
99 14 1
39 -32 1
-10 -89 0
-23 62 1
3 -12 1
19 -88 0
42 49 0
67 62 1
96 -22 0
4 -53 1
-30 -49 0
-1 10 1
79 81 0
-55 34 1
-39 -77 0
-27 13 0
43 22 1
-92 -37 1
59 -26 1
-51 46 1
18 73 0
-47 64 1
-59 79 0
-28 -16 0
-35 -83 0
-20 -9 1
34 87 0
60 100 1
45 36 1
-99 -43 1
-56 -10 0
4 -44 0
-99 11 1
-81 37 0
39 84 0
-14 75 0
-37 -72 1
50 -66 1
-57 -97 0
-12 58 1
-37 35 0
-22 45 1
-11 -6 0
52 53 1
-86 83 1
-87 -27 1
55 87 1
17 -8 1
-54 60 1
88 -13 0
-100 -79 0
-21 34 1
-100 -15 1
65 -99 1
-82 5 1
37 -72 1
-37 67 1
61 -59 0
23 91 1
88 83 1
78 85 0
-20 44 1
-37 -41 0
-40 87 0
2 49 0
83 -81 1
-52 64 0
-7 22 0
0 -80 1
-61 29 1
-66 -49 0
-92 -47 1
-100 -69 1
88 74 1
68 -59 0
-67 -79 1
-90 -98 0
53 17 0
-61 99 1
91 36 0
81 0 1
-36 88 1
42 -99 1
19 -37 1
-89 -24 0
-86 62 1
79 77 0
-19 22 1
36 26 0
87 -38 1
19 -12 1
-77 46 1
-2 -59 1
-43 59 1
75 45 0
-62 91 0
29 -1 1
87 -89 0
31 -35 0
63 33 0
8 86 1
82 83 0
60 58 1
-55 -2 0
-50 -8 1
-69 -84 1
-26 74 0
73 -100 0
-28 51 1
-73 66 0
-70 -66 1
-11 -37 1
-70 99 0
36 -7 0
-32 43 1
-97 -97 1
27 1 1
76 99 0
80 12 1
-68 -89 1
-23 7 0
99 52 1
58 -22 0
42 -83 0
-85 59 0
93 81 1
-71 -10 0
42 83 1
-64 89 0
-44 -46 1
-54 -83 1
-12 -67 1
65 17 1
39 -82 0
4 19 0
32 30 0
46 -72 0
-24 -94 1
38 -89 0
10 -53 1
10 -93 0
64 -54 1
-2 87 0
-77 -13 1
86 -25 0
65 57 1
-93 84 1
-25 21 0
29 90 0
-97 -83 1
24 64 1
33 32 1
72 9 1
-7 64 0
-62 78 0
49 -99 1
-68 -42 0
4 -88 1
7 46 0
0 -25 1
-57 -65 1
